market,strategy,years,Starting Capital,Final Equity,Total Return,Invested Return,CAGR,Volatility (ann.),Sharpe,Sortino,Calmar,Probabilistic Sharpe,Deflated Sharpe,Max Drawdown,Hit Rate,Alpha (ann.),Beta,Avg Exposure,Benchmark Return,Trades,Unique Tickers,Median Trade Return,Avg Trade Return,Best Trade,Worst Trade,Profit Factor,Expectancy,Winning Trades,Losing Trades,Regime Bull Trades,Regime Bull Win Rate,Regime Bull Avg Return,Regime Pullback Trades,Regime Pullback Win Rate,Regime Pullback Avg Return,Regime Bear Trades,Regime Bear Win Rate,Regime Bear Avg Return,Total Fees,Fee Stt,Fee Stamp Duty,Fee Exchange Txn,Fee Sebi,Fee Gst,Fee Ipft,Fees Pct Capital,Fees Pct Net Pnl,Fee Commission,hold,variant,sharpe_num,sharpe
india,chandelier_breakout,1,"100,000.00","112,284.69",+12.28%,+1.21%,+12.44%,+18.40%,0.73,1.017,0.942,+76.30%,+76.30%,-13.21%,+41.51%,+14.05%,0.702,+98.80%,-0.46%,106,87,-2.04%,+1.15%,+62.38%,-22.16%,1.311,+1.15%,44,62,53,+43.40%,+0.29%,12.0,+16.67%,-4.75%,41.0,+46.34%,+4.01%,"2,276.91","2,048.15",152.52,60.83,2.05,11.32,2.05,+2.28%,+18.53%,,250,base,,0.73
india,chandelier_breakout,2,"100,000.00","87,000.56",-13.00%,-0.73%,-6.80%,+19.53%,-0.263,-0.345,-0.203,+35.55%,+35.55%,-33.48%,+32.74%,-5.85%,0.8,+98.06%,+0.51%,223,167,-3.55%,-0.59%,+62.38%,-30.63%,0.84,-0.59%,73,143,123,+27.64%,-1.60%,32.0,+28.12%,-3.97%,68.0,+44.12%,+2.82%,"3,952.79","3,553.33",267.18,105.53,3.55,19.64,3.55,+3.95%,-30.41%,,250,base,,-0.263
india,chandelier_breakout,3,"100,000.00","108,452.44",+8.45%,+0.26%,+2.80%,+18.51%,0.243,0.318,0.08,+65.99%,+65.99%,-34.91%,+38.25%,-2.45%,0.799,+98.16%,+25.92%,332,223,-3.27%,+0.27%,+80.94%,-30.63%,1.061,+0.27%,127,205,231,+37.66%,+0.08%,33.0,+30.30%,-3.43%,68.0,+44.12%,+2.71%,"7,200.25","6,474.79",484.44,192.3,6.47,35.78,6.47,+7.20%,+85.19%,,250,base,,0.243
india,chandelier_breakout,5,"100,000.00","120,288.66",+20.29%,+0.39%,+3.83%,+18.26%,0.298,0.397,0.108,+74.38%,+74.38%,-35.44%,+36.97%,-1.36%,0.744,+97.67%,+49.54%,541,289,-3.30%,+0.51%,+121.72%,-30.63%,1.089,+0.51%,200,341,362,+35.64%,+0.15%,80.0,+37.50%,+0.58%,99.0,+41.41%,+1.74%,"11,714.78","10,534.89",787.72,312.89,10.53,58.22,10.53,+11.71%,+57.74%,,250,base,,0.298
india,momentum_quality,1,"100,000.00","103,266.71",+3.27%,+1.84%,+3.31%,+16.53%,0.281,0.366,0.291,+60.80%,+60.80%,-11.38%,+55.56%,+4.45%,0.722,+74.52%,-0.46%,18,17,+3.57%,+2.08%,+49.70%,-59.12%,1.223,+2.08%,10,8,8,+37.50%,-2.61%,,,,10.0,+70.00%,+5.83%,399.09,359.07,26.66,10.66,0.36,1.98,0.36,+0.40%,+12.22%,,126,base,,0.281
india,momentum_quality,2,"100,000.00","100,743.11",+0.74%,+0.21%,+0.38%,+18.07%,0.111,0.151,0.015,+56.20%,+56.20%,-24.68%,+47.37%,+1.06%,0.853,+87.37%,+0.51%,38,29,-2.28%,-0.23%,+85.23%,-59.12%,1.023,-0.23%,18,20,19,+21.05%,-11.60%,,,,19.0,+73.68%,+11.13%,779.72,701.15,52.47,20.82,0.7,3.87,0.7,+0.78%,+104.93%,,126,base,,0.111
india,momentum_quality,3,"100,000.00","177,258.28",+77.26%,+14.58%,+21.52%,+12.55%,1.617,2.327,2.211,+99.61%,+99.61%,-9.74%,+60.38%,+16.18%,0.607,+84.57%,+25.92%,53,36,+9.88%,+14.58%,+91.12%,-59.12%,3.727,+14.58%,32,21,36,+58.33%,+16.03%,2.0,+50.00%,-0.33%,15.0,+66.67%,+13.07%,"1,259.00","1,137.26",79.41,33.78,1.14,6.28,1.14,+1.26%,+1.63%,,126,base,,1.617
india,momentum_quality,5,"100,000.00","220,928.80",+120.93%,+14.24%,+17.53%,+13.50%,1.264,1.774,0.688,+99.67%,+99.67%,-25.47%,+64.71%,+12.22%,0.605,+83.27%,+49.54%,85,53,+8.76%,+14.18%,+147.15%,-59.12%,3.441,+14.18%,55,30,58,+58.62%,+12.25%,11.0,+81.82%,+26.28%,16.0,+75.00%,+12.85%,"2,013.69","1,818.80",127.19,54.02,1.82,10.05,1.82,+2.01%,+1.67%,,126,base,,1.264
india,nifty_momentum,1,"100,000.00","92,862.23",-7.14%,-3.59%,-7.22%,+23.12%,-0.208,-0.29,-0.364,+41.81%,+41.81%,-19.86%,+40.00%,-5.22%,1.361,+98.40%,-0.46%,20,20,-3.77%,-3.59%,+28.48%,-40.13%,0.578,-3.59%,8,12,20,+40.00%,-3.59%,,,,,,,434.85,390.52,29.79,11.6,0.39,2.16,0.39,+0.43%,-6.09%,,126,base,,-0.208
india,nifty_momentum,2,"100,000.00","91,555.42",-8.44%,-2.22%,-4.37%,+26.21%,-0.038,-0.052,-0.145,+47.85%,+47.85%,-30.21%,+47.50%,-2.30%,1.172,+97.80%,+0.51%,40,35,-0.22%,-1.75%,+71.60%,-61.33%,0.841,-1.75%,19,20,20,+40.00%,-13.35%,10.0,+40.00%,-0.09%,10.0,+70.00%,+19.80%,838.64,753.51,57.08,22.38,0.75,4.16,0.75,+0.84%,-9.93%,,126,base,,-0.038
india,nifty_momentum,3,"100,000.00","180,046.71",+80.05%,+13.34%,+22.17%,+17.37%,1.241,1.754,1.227,+98.06%,+98.06%,-18.07%,+61.67%,+16.50%,0.719,+99.33%,+25.92%,60,51,+9.26%,+13.34%,+177.13%,-60.23%,2.351,+13.34%,37,23,40,+57.50%,+16.05%,1.0,+0.00%,-9.65%,19.0,+73.68%,+8.85%,"1,417.59","1,280.04",89.89,38.02,1.28,7.07,1.28,+1.42%,+1.77%,,126,base,,1.241
india,nifty_momentum,5,"100,000.00","241,357.48",+141.36%,+14.14%,+19.66%,+17.43%,1.118,1.541,0.809,+99.20%,+99.20%,-24.30%,+59.00%,+13.52%,0.742,+99.76%,+49.54%,100,81,+9.38%,+14.14%,+177.60%,-80.67%,2.396,+14.14%,59,41,70,+60.00%,+20.80%,10.0,+40.00%,-17.68%,20.0,+65.00%,+6.73%,"2,370.89","2,141.36",149.82,63.6,2.14,11.83,2.14,+2.37%,+1.68%,,126,base,,1.118
india,nifty_momentum_trend,1,"100,000.00","86,789.63",-13.21%,-6.99%,-13.36%,+23.18%,-0.502,-0.693,-0.474,+30.93%,+30.93%,-28.17%,+35.00%,-11.49%,1.392,+99.60%,-0.46%,20,20,-2.86%,-6.08%,+27.37%,-46.18%,0.404,-6.08%,7,13,20,+35.00%,-6.08%,,,,,,,406.55,364.66,28.31,10.83,0.36,2.02,0.36,+0.41%,-3.08%,,126,base,,-0.502
india,nifty_momentum_trend,2,"100,000.00","100,922.28",+0.92%,+0.23%,+0.47%,+26.23%,0.149,0.21,0.017,+58.28%,+58.28%,-27.76%,+45.00%,+2.42%,1.345,+99.80%,+0.51%,40,36,-3.04%,+0.54%,+79.71%,-43.31%,1.021,+0.54%,18,22,30,+33.33%,-6.31%,,,,10.0,+80.00%,+21.09%,880.19,791.50,59.23,23.51,0.79,4.37,0.79,+0.88%,+95.44%,,126,base,,0.149
india,nifty_momentum_trend,3,"100,000.00","174,454.52",+74.45%,+12.41%,+20.87%,+17.80%,1.155,1.592,1.253,+97.16%,+97.16%,-16.65%,+61.67%,+14.96%,0.757,+99.87%,+25.92%,60,55,+6.75%,+12.41%,+156.87%,-61.87%,2.304,+12.41%,37,23,40,+62.50%,+14.00%,10.0,+50.00%,-0.11%,10.0,+70.00%,+18.55%,"1,411.78","1,274.44",89.89,37.85,1.27,7.04,1.27,+1.41%,+1.90%,,126,base,,1.155
india,nifty_momentum_trend,5,"100,000.00","233,513.58",+133.51%,+13.44%,+18.86%,+17.91%,1.055,1.44,0.656,+98.84%,+98.84%,-28.74%,+64.00%,+12.58%,0.77,+99.92%,+49.54%,100,82,+9.81%,+14.16%,+169.15%,-76.99%,2.387,+14.16%,64,36,70,+62.86%,+20.17%,10.0,+40.00%,-20.12%,20.0,+80.00%,+10.25%,"2,348.31","2,120.52",148.85,62.98,2.12,11.72,2.12,+2.35%,+1.76%,,126,base,,1.055
india,rs_trend,1,"100,000.00","82,409.72",-17.59%,-4.85%,-17.78%,+25.99%,-0.621,-0.795,-0.698,+26.45%,+26.45%,-25.48%,+32.50%,-15.29%,1.104,+99.60%,-0.46%,40,32,-4.90%,-2.58%,+56.81%,-50.86%,0.521,-2.58%,13,27,30,+30.00%,-4.38%,,,,10.0,+40.00%,+2.81%,788.58,707.87,54.35,21.02,0.71,3.91,0.71,+0.79%,-4.48%,,63,base,,-0.621
india,rs_trend,2,"100,000.00","82,661.50",-17.34%,-2.39%,-9.19%,+29.85%,-0.173,-0.233,-0.335,+40.40%,+40.40%,-27.42%,+36.25%,-6.37%,1.264,+99.80%,+0.51%,80,53,-6.05%,-2.46%,+106.68%,-53.93%,0.778,-2.46%,29,49,49,+32.65%,-6.87%,11.0,+27.27%,+8.28%,20.0,+50.00%,+2.43%,"1,596.01","1,433.91",108.72,42.59,1.43,7.92,1.43,+1.60%,-9.21%,,63,base,,-0.173
india,rs_trend,3,"100,000.00","159,815.60",+59.82%,+4.98%,+17.31%,+20.08%,0.896,1.254,1.059,+93.41%,+93.41%,-16.34%,+50.00%,+11.90%,0.774,+99.87%,+25.92%,120,79,-0.20%,+4.98%,+98.25%,-53.58%,1.674,+4.98%,60,60,90,+46.67%,+4.56%,,,,30.0,+60.00%,+6.26%,"2,731.05","2,459.70",179.79,73.05,2.46,13.59,2.46,+2.73%,+4.57%,,63,base,,0.896
india,rs_trend,5,"100,000.00","254,289.53",+154.29%,+7.75%,+20.94%,+18.24%,1.134,1.577,0.769,+99.27%,+99.27%,-27.25%,+55.28%,+15.67%,0.669,+99.92%,+49.54%,199,112,+2.71%,+7.75%,+127.65%,-64.29%,2.103,+7.75%,110,89,129,+51.94%,+9.52%,31.0,+58.06%,+5.76%,39.0,+64.10%,+3.50%,"4,586.20","4,134.16",298.15,122.78,4.13,22.85,4.13,+4.59%,+2.97%,,63,base,,1.134
india,vwap_trend,1,"100,000.00","111,841.67",+11.84%,+2.41%,+11.99%,+19.78%,0.672,0.927,0.598,+74.40%,+74.40%,-20.06%,+46.00%,+13.75%,1.03,+99.60%,-0.46%,50,36,-1.68%,+3.13%,+66.12%,-58.60%,1.357,+3.13%,23,27,30,+43.33%,+3.99%,3.0,+0.00%,-10.02%,17.0,+58.82%,+3.95%,"1,105.73",995.03,73.66,29.55,1.0,5.5,1.0,+1.11%,+9.34%,,63,base,,0.672
india,vwap_trend,2,"100,000.00","84,085.03",-15.91%,-2.11%,-8.40%,+21.26%,-0.306,-0.41,-0.288,+33.30%,+33.30%,-29.16%,+40.96%,-7.45%,1.11,+99.80%,+0.51%,83,52,-1.57%,-1.32%,+66.12%,-62.50%,0.69,-1.32%,34,48,50,+36.00%,-3.92%,10.0,+50.00%,-1.20%,23.0,+47.83%,+4.29%,"1,658.24","1,489.96",112.82,44.25,1.49,8.23,1.49,+1.66%,-10.42%,,63,base,,-0.306
india,vwap_trend,3,"100,000.00","148,691.84",+48.69%,+3.87%,+14.46%,+16.76%,0.89,1.252,0.578,+93.21%,+93.21%,-25.04%,+49.21%,+7.44%,0.888,+99.87%,+25.92%,126,78,-0.31%,+3.90%,+98.38%,-62.50%,1.632,+3.90%,62,64,91,+49.45%,+3.28%,12.0,+25.00%,-4.98%,23.0,+60.87%,+11.01%,"2,848.95","2,564.96",188.51,76.18,2.56,14.17,2.56,+2.85%,+5.85%,,63,base,,0.89
india,vwap_trend,5,"100,000.00","184,192.55",+84.19%,+4.17%,+13.25%,+14.80%,0.915,1.292,0.704,+97.69%,+97.69%,-18.81%,+57.43%,+6.47%,0.795,+99.92%,+49.54%,202,78,+2.08%,+4.17%,+139.62%,-58.68%,1.808,+4.17%,116,86,129,+51.94%,+4.19%,35.0,+54.29%,-0.53%,38.0,+78.95%,+8.41%,"4,580.14","4,123.98",302.64,122.48,4.12,22.79,4.12,+4.58%,+5.44%,,63,base,,0.915
us,chandelier_breakout,1,"100,000.00","141,064.98",+41.06%,+3.32%,+41.26%,+27.16%,1.408,2.185,3.12,+92.01%,+92.01%,-13.22%,+40.00%,+20.72%,0.915,+99.52%,+22.50%,125,95,-1.58%,+3.37%,+157.37%,-20.23%,1.856,+3.37%,50,75,117,+41.03%,+2.58%,8.0,+25.00%,+14.81%,,,,251.74,,,,,,,+0.25%,+0.61%,251.74,250,base,,1.408
us,chandelier_breakout,2,"100,000.00","151,147.22",+51.15%,+2.47%,+23.15%,+22.23%,1.048,1.542,1.142,+92.88%,+92.88%,-20.27%,+40.87%,+11.59%,0.584,+98.74%,+47.89%,208,133,-1.72%,+2.52%,+157.37%,-21.76%,1.669,+2.52%,85,123,170,+42.94%,+2.12%,35.0,+31.43%,+4.93%,3.0,+33.33%,-2.92%,419.38,,,,,,,+0.42%,+0.82%,419.38,250,base,,1.048
us,chandelier_breakout,3,"100,000.00","164,574.49",+64.57%,+2.11%,+18.22%,+18.57%,0.994,1.465,0.909,+95.60%,+95.60%,-20.05%,+43.18%,+6.56%,0.587,+98.81%,+78.46%,308,170,-1.39%,+2.16%,+157.37%,-22.04%,1.617,+2.16%,133,175,261,+44.06%,+1.71%,44.0,+38.64%,+5.15%,3.0,+33.33%,-2.92%,618.63,,,,,,,+0.62%,+0.96%,618.63,250,base,,0.994
us,chandelier_breakout,5,"100,000.00","166,312.60",+66.31%,+1.42%,+10.77%,+18.70%,0.641,0.931,0.404,+92.32%,+92.32%,-26.67%,+40.08%,+3.60%,0.609,+97.51%,+85.20%,489,219,-1.80%,+1.39%,+157.37%,-36.38%,1.394,+1.39%,196,288,352,+41.76%,+1.52%,64.0,+42.19%,+5.07%,73.0,+30.14%,-2.46%,942.83,,,,,,,+0.94%,+1.42%,942.83,250,base,,0.641
us,momentum_quality,1,"100,000.00","97,938.44",-2.06%,-1.08%,-2.07%,+18.73%,-0.018,-0.025,-0.1,+49.29%,+49.29%,-20.73%,+45.00%,-21.03%,1.097,+95.87%,+22.50%,20,18,-3.75%,-0.73%,+59.70%,-46.64%,0.908,-0.73%,9,11,19,+47.37%,-0.61%,1.0,+0.00%,-2.90%,,,,38.08,,,,,,,+0.04%,-1.85%,38.08,126,base,,-0.018
us,momentum_quality,2,"100,000.00","119,945.60",+19.95%,+5.21%,+9.60%,+19.37%,0.57,0.831,0.412,+78.99%,+78.99%,-23.28%,+53.85%,-8.54%,0.945,+92.81%,+47.89%,39,32,+3.85%,+5.16%,+73.27%,-39.92%,2.024,+5.16%,21,18,33,+54.55%,+5.99%,5.0,+60.00%,+1.32%,1.0,+0.00%,-3.10%,78.61,,,,,,,+0.08%,+0.39%,78.61,126,base,,0.57
us,momentum_quality,3,"100,000.00","134,557.59",+34.56%,+5.86%,+10.49%,+15.35%,0.727,1.054,0.599,+89.51%,+89.51%,-17.51%,+55.93%,-5.30%,0.804,+96.40%,+78.46%,59,40,+1.44%,+5.86%,+103.54%,-39.92%,2.128,+5.86%,33,26,55,+56.36%,+5.64%,4.0,+50.00%,+8.84%,,,,121.46,,,,,,,+0.12%,+0.35%,121.46,126,base,,0.727
us,momentum_quality,5,"100,000.00","177,628.36",+77.63%,+7.89%,+12.25%,+17.59%,0.745,1.054,0.672,+95.04%,+95.04%,-18.23%,+56.57%,+2.53%,0.765,+97.80%,+85.20%,99,63,+2.55%,+7.87%,+106.18%,-60.24%,2.563,+7.87%,56,43,74,+60.81%,+7.85%,14.0,+50.00%,+9.76%,11.0,+36.36%,+5.60%,204.64,,,,,,,+0.20%,+0.26%,204.64,126,base,,0.745
us,nifty_momentum,1,"100,000.00","169,826.77",+69.83%,+34.91%,+70.19%,+48.32%,1.343,1.962,2.008,+90.87%,+90.87%,-34.95%,+85.00%,+18.07%,2.277,+98.37%,+22.50%,20,20,+29.19%,+34.91%,+112.27%,-31.95%,13.399,+34.91%,17,3,20,+85.00%,+34.91%,,,,,,,46.98,,,,,,,+0.05%,+0.07%,46.98,126,base,,1.343
us,nifty_momentum,2,"100,000.00","209,172.15",+109.17%,+27.29%,+45.06%,+31.55%,1.338,1.918,1.587,+96.85%,+96.85%,-28.38%,+77.50%,+19.30%,1.163,+99.38%,+47.90%,40,37,+17.63%,+27.29%,+113.39%,-31.74%,10.366,+27.29%,31,9,40,+77.50%,+27.29%,,,,,,,90.92,,,,,,,+0.09%,+0.08%,90.92,126,base,,1.338
us,nifty_momentum,3,"100,000.00","290,579.51",+190.58%,+31.76%,+43.11%,+23.61%,1.637,2.397,1.921,+99.73%,+99.73%,-22.44%,+78.33%,+19.87%,0.994,+99.72%,+78.46%,60,49,+19.19%,+31.76%,+280.70%,-40.42%,11.813,+31.76%,47,13,60,+78.33%,+31.76%,,,,,,,139.06,,,,,,,+0.14%,+0.07%,139.06,126,base,,1.637
us,nifty_momentum,5,"100,000.00","342,792.62",+242.79%,+24.31%,+28.12%,+21.84%,1.244,1.831,1.401,+99.72%,+99.72%,-20.08%,+70.00%,+17.70%,0.783,+99.91%,+85.20%,100,90,+10.98%,+24.29%,+431.78%,-34.71%,7.919,+24.29%,70,30,80,+72.50%,+29.16%,10.0,+100.00%,+14.03%,10.0,+20.00%,-4.40%,224.06,,,,,,,+0.22%,+0.09%,224.06,126,base,,1.244
us,nifty_momentum_trend,1,"100,000.00","150,140.92",+50.14%,+25.07%,+50.38%,+44.78%,1.136,1.651,1.634,+87.04%,+87.04%,-30.83%,+85.00%,+5.99%,2.124,+99.60%,+22.50%,20,20,+22.75%,+25.07%,+100.34%,-32.30%,8.865,+25.07%,17,3,20,+85.00%,+25.07%,,,,,,,45.01,,,,,,,+0.05%,+0.09%,45.01,126,base,,1.136
us,nifty_momentum_trend,2,"100,000.00","267,098.61",+167.10%,+41.77%,+64.08%,+28.85%,1.862,2.711,2.649,+99.48%,+99.48%,-24.19%,+80.00%,+35.63%,1.101,+99.78%,+47.89%,40,36,+28.24%,+41.77%,+439.86%,-34.93%,17.662,+41.77%,32,8,40,+80.00%,+41.77%,,,,,,,96.71,,,,,,,+0.10%,+0.06%,96.71,126,base,,1.862
us,nifty_momentum_trend,3,"100,000.00","273,797.81",+173.80%,+28.97%,+40.27%,+23.45%,1.562,2.289,1.783,+99.61%,+99.61%,-22.58%,+76.67%,+17.81%,0.979,+99.85%,+78.46%,60,51,+21.48%,+28.97%,+228.94%,-33.54%,10.433,+28.97%,46,14,60,+76.67%,+28.97%,,,,,,,137.38,,,,,,,+0.14%,+0.08%,137.38,126,base,,1.562
us,nifty_momentum_trend,5,"100,000.00","342,792.62",+242.79%,+24.31%,+28.12%,+21.84%,1.244,1.831,1.401,+99.72%,+99.72%,-20.08%,+70.00%,+17.70%,0.783,+99.91%,+85.20%,100,90,+10.98%,+24.29%,+431.78%,-34.71%,7.919,+24.29%,70,30,80,+72.50%,+29.16%,10.0,+100.00%,+14.03%,10.0,+20.00%,-4.40%,224.06,,,,,,,+0.22%,+0.09%,224.06,126,base,,1.244
us,rs_trend,1,"100,000.00","210,000.25",+110.00%,+27.50%,+110.62%,+34.44%,2.338,3.552,5.57,+98.90%,+98.90%,-19.86%,+65.00%,+54.98%,1.73,+99.56%,+22.50%,40,23,+20.35%,+27.50%,+131.24%,-46.99%,5.664,+27.50%,26,14,40,+65.00%,+27.50%,,,,,,,91.00,,,,,,,+0.09%,+0.08%,91.0,63,base,,2.338
us,rs_trend,2,"100,000.00","345,632.52",+245.63%,+30.70%,+86.84%,+23.24%,2.809,4.481,4.279,+100.00%,+100.00%,-20.29%,+67.50%,+57.87%,0.927,+99.78%,+47.89%,80,44,+14.10%,+30.70%,+274.75%,-35.70%,7.64,+30.70%,54,26,70,+67.14%,+33.56%,10.0,+70.00%,+10.71%,,,,184.57,,,,,,,+0.18%,+0.08%,184.57,63,base,,2.809
us,rs_trend,3,"100,000.00","379,988.67",+279.99%,+23.33%,+56.60%,+24.51%,1.954,2.966,2.454,+99.96%,+99.96%,-23.07%,+64.17%,+28.48%,1.105,+99.85%,+78.46%,120,57,+10.58%,+23.33%,+276.99%,-32.35%,5.805,+23.33%,77,43,110,+62.73%,+24.00%,10.0,+80.00%,+16.02%,,,,268.00,,,,,,,+0.27%,+0.10%,268.0,63,base,,1.954
us,rs_trend,5,"100,000.00","376,518.01",+276.52%,+13.91%,+30.56%,+25.20%,1.185,1.71,1.176,+99.54%,+99.54%,-25.99%,+59.50%,+18.51%,0.928,+99.91%,+85.20%,200,105,+6.70%,+13.95%,+209.90%,-44.98%,3.103,+13.95%,119,81,150,+60.00%,+15.32%,20.0,+75.00%,+21.43%,30.0,+46.67%,+2.15%,425.14,,,,,,,+0.43%,+0.15%,425.14,63,base,,1.185
us,vwap_trend,1,"100,000.00","147,421.73",+47.42%,+11.29%,+47.65%,+30.78%,1.421,2.127,2.666,+92.12%,+92.12%,-17.87%,+57.14%,+3.52%,1.899,+99.56%,+22.50%,42,17,+3.78%,+11.29%,+130.28%,-32.24%,2.891,+11.29%,24,18,41,+56.10%,+11.07%,1.0,+100.00%,+20.38%,,,,88.74,,,,,,,+0.09%,+0.19%,88.74,63,base,,1.421
us,vwap_trend,2,"100,000.00","196,282.45",+96.28%,+11.74%,+40.48%,+24.70%,1.5,2.221,1.552,+98.25%,+98.25%,-26.08%,+59.76%,+12.23%,1.209,+99.78%,+47.89%,82,23,+2.82%,+11.74%,+146.47%,-37.50%,3.658,+11.74%,49,33,71,+56.34%,+10.84%,11.0,+81.82%,+17.55%,,,,173.63,,,,,,,+0.17%,+0.18%,173.63,63,base,,1.5
us,vwap_trend,3,"100,000.00","214,454.65",+114.45%,+8.02%,+29.22%,+22.31%,1.261,1.883,1.402,+98.55%,+98.55%,-20.85%,+60.31%,+5.21%,1.116,+99.85%,+78.46%,131,32,+4.08%,+8.06%,+164.23%,-40.52%,2.648,+8.06%,79,52,117,+59.83%,+8.04%,10.0,+80.00%,+11.96%,4.0,+25.00%,-0.96%,271.08,,,,,,,+0.27%,+0.26%,271.08,63,base,,1.261
us,vwap_trend,5,"100,000.00","215,274.87",+115.27%,+5.92%,+16.67%,+23.94%,0.764,1.086,0.427,+95.52%,+95.52%,-39.02%,+53.14%,+2.92%,1.111,+99.91%,+85.20%,207,51,+1.36%,+5.83%,+167.06%,-44.34%,1.978,+5.83%,110,93,156,+52.56%,+5.03%,18.0,+83.33%,+23.73%,33.0,+39.39%,-0.18%,400.82,,,,,,,+0.40%,+0.35%,400.82,63,base,,0.764
india,chandelier_breakout,1,"100,000.00","100,048.43",+0.05%,+0.01%,+0.05%,+15.60%,0.081,0.111,0.004,+53.21%,+53.21%,-12.36%,+39.39%,+1.08%,0.487,+63.16%,-0.46%,66,60,-1.79%,-0.01%,+41.35%,-22.16%,1.002,-0.01%,26,40,53,+43.40%,+0.29%,12.0,+16.67%,-4.75%,1.0,+100.00%,+41.35%,"1,443.04","1,297.54",97.20,38.54,1.3,7.17,1.3,+1.44%,+2979.34%,,250,regime_bull_pullback,,0.081
india,chandelier_breakout,2,"100,000.00","78,136.70",-21.86%,-1.63%,-11.74%,+16.25%,-0.686,-0.883,-0.382,+16.43%,+16.43%,-30.72%,+32.32%,-11.13%,0.577,+70.20%,+0.51%,164,129,-3.79%,-1.83%,+41.35%,-30.63%,0.641,-1.83%,53,109,118,+33.05%,-1.66%,42.0,+30.95%,-2.75%,4.0,+25.00%,+2.74%,"2,961.05","2,660.99",200.99,79.03,2.66,14.7,2.66,+2.96%,-13.54%,,250,regime_bull_pullback,,-0.686
india,chandelier_breakout,3,"100,000.00","94,379.64",-5.62%,-0.21%,-1.95%,+16.95%,-0.031,-0.04,-0.058,+47.90%,+47.90%,-33.77%,+38.83%,-6.08%,0.659,+79.41%,+25.92%,273,194,-3.27%,-0.22%,+80.94%,-30.63%,0.952,-0.22%,106,167,226,+40.27%,+0.13%,43.0,+32.56%,-2.36%,4.0,+25.00%,+2.74%,"6,010.03","5,403.63",405.24,160.49,5.4,29.86,5.4,+6.01%,-106.93%,,250,regime_bull_pullback,,-0.031
india,chandelier_breakout,5,"100,000.00","114,253.19",+14.25%,+0.31%,+2.75%,+16.23%,0.249,0.33,0.09,+70.79%,+70.79%,-30.48%,+37.77%,-1.46%,0.602,+82.75%,+49.54%,466,271,-3.17%,+0.40%,+121.72%,-30.63%,1.073,+0.40%,176,290,358,+37.71%,+0.24%,99.0,+38.38%,+1.09%,9.0,+33.33%,-0.94%,"10,256.40","9,223.16",689.90,273.93,9.22,50.97,9.22,+10.26%,+71.96%,,250,regime_bull_pullback,,0.249
india,connors_rsi2_bull,1,"100,000.00","80,824.01",-19.18%,-0.74%,-19.38%,+13.07%,-1.582,-1.954,-0.835,+5.18%,+5.18%,-23.22%,+55.17%,-18.84%,0.485,+54.36%,-0.46%,261,185,+0.25%,-0.76%,+8.82%,-27.87%,0.608,-0.76%,144,117,251,+56.57%,-0.60%,10.0,+20.00%,-4.66%,,,,"5,711.46","5,134.25",386.08,152.49,5.13,28.37,5.13,+5.71%,-29.78%,,20,regime_bull_pullback,,-1.582
india,connors_rsi2_bull,3,"100,000.00","58,352.89",-41.65%,-0.44%,-16.76%,+15.90%,-1.073,-1.367,-0.376,+3.03%,+3.03%,-44.61%,+54.26%,-20.29%,0.642,+70.49%,+25.92%,"1,032",377,+0.21%,-0.46%,+13.91%,-30.23%,0.732,-0.46%,560,453,956,+54.60%,-0.37%,70.0,+50.00%,-1.81%,6.0,+50.00%,+0.95%,"20,826.85","18,723.98","1,405.86",556.1,18.72,103.47,18.72,+20.83%,-50.01%,,20,regime_bull_pullback,,-1.073
india,connors_rsi2_bull,5,"100,000.00","52,527.13",-47.47%,-0.30%,-12.29%,+16.43%,-0.715,-0.922,-0.234,+5.40%,+5.40%,-52.53%,+54.92%,-16.44%,0.677,+73.12%,+49.54%,"1,819",421,+0.26%,-0.31%,+14.84%,-31.78%,0.813,-0.31%,999,770,"1,543",+54.31%,-0.38%,260.0,+59.62%,+0.21%,16.0,+37.50%,-2.85%,"35,075.85","31,535.78","2,366.11",936.61,31.54,174.27,31.54,+35.08%,-73.89%,,20,regime_bull_pullback,,-0.715
india,low_volatility,3,"100,000.00","104,543.88",+4.54%,+0.45%,+1.52%,+9.50%,0.207,0.293,0.062,+63.84%,+63.84%,-24.45%,+50.00%,-2.54%,0.52,+86.37%,+25.92%,100,28,-0.09%,+0.45%,+31.66%,-26.71%,1.12,+0.45%,50,50,90,+47.78%,+0.18%,10.0,+70.00%,+2.89%,,,,"2,228.84","2,004.40",149.82,59.53,2.0,11.08,2.0,+2.23%,+49.05%,,63,regime_bull_pullback,,0.207
india,low_volatility,5,"100,000.00","115,943.93",+15.94%,+0.95%,+3.06%,+9.70%,0.359,0.503,0.129,+78.62%,+78.62%,-23.78%,+51.18%,-0.86%,0.475,+87.88%,+49.54%,170,41,+0.03%,+0.89%,+39.29%,-22.58%,1.272,+0.89%,87,83,140,+46.43%,-0.26%,30.0,+73.33%,+6.28%,,,,"3,759.04","3,381.07",252.10,100.42,3.38,18.68,3.38,+3.76%,+23.58%,,63,regime_bull_pullback,,0.359
